"Title","Artist","Album","YouTubeMusicUrl","AlbumArtUrl"
"Marry Me","Thomas Rhett","Life Changes","https://music.youtube.com/search?q=Thomas%20Rhett%20Marry%20Me","https://cdn-images.dzcdn.net/images/cover/6f5ac0f73c3fddbae0eba5fe5f63e9a2/1000x1000-000000-80-0-0.jpg"
"Red Lights","Tiësto","A Town Called Paradise (Deluxe)","https://music.youtube.com/search?q=Ti%C3%ABsto%20Red%20Lights",""
"Red Lights (3LAU's Acoustic Version)","Tiësto/3LAU","Red Lights (3LAU's Acoustic Version) - Single","https://music.youtube.com/search?q=Ti%C3%ABsto%2F3LAU%20Red%20Lights%20%283LAU%27s%20Acoustic%20Version%29",""
"BOOM","Tiësto/Sevenn","BOOM","https://music.youtube.com/search?q=Ti%C3%ABsto%2FSevenn%20BOOM","https://cdn-images.dzcdn.net/images/cover/6418b17bf02b84445e0580062266a061/1000x1000-000000-80-0-0.jpg"
"High","Tiffany Houghton","High","https://music.youtube.com/search?q=Tiffany%20Houghton%20High","https://cdn-images.dzcdn.net/images/cover/a6691ab499660e9165a3867b14fbb6dc/1000x1000-000000-80-0-0.jpg"
"Humble And Kind","Tim McGraw","Damn Country Music (Deluxe Edition)","https://music.youtube.com/search?q=Tim%20McGraw%20Humble%20And%20Kind",""
"Highway Don't Care","Tim McGraw/Taylor Swift/Keith Urban","McGraw Machine Hits: 2013-2019","https://music.youtube.com/search?q=Tim%20McGraw%2FTaylor%20Swift%2FKeith%20Urban%20Highway%20Don%27t%20Care","https://cdn-images.dzcdn.net/images/cover/a3eda50cbe5325789d7c8935ee3d40fc/1000x1000-000000-80-0-0.jpg"
"Give It to Me (feat. Justin Timberlake & Nelly Furtado)","Timbaland","Shock Value (Bonus Track Version)","https://music.youtube.com/search?q=Timbaland%20Give%20It%20to%20Me%20%28feat.%20Justin%20Timberlake%20%26%20Nelly%20Furtado%29",""
"Good Foot","Timbaland/Justin Timberlake","Good Foot - Single","https://music.youtube.com/search?q=Timbaland%2FJustin%20Timberlake%20Good%20Foot",""
"Apologize","Timbaland/OneRepublic","Dreaming Out Loud","https://music.youtube.com/search?q=Timbaland%2FOneRepublic%20Apologize","https://cdn-images.dzcdn.net/images/cover/565b424faee4bdc6e6db39db8d6fc333/1000x1000-000000-80-0-0.jpg"
"Why Can't We Live Together","Timmy Thomas","Why Can't We Live Together","https://music.youtube.com/search?q=Timmy%20Thomas%20Why%20Can%27t%20We%20Live%20Together","https://cdn-images.dzcdn.net/images/cover/31b6e27003cd09a5d7bf59eccef93df2/1000x1000-000000-80-0-0.jpg"
"Good Times","Tobu","Good Times","https://music.youtube.com/search?q=Tobu%20Good%20Times","https://cdn-images.dzcdn.net/images/cover/1997fbf484b5ab447ce5ba08256e0727/1000x1000-000000-80-0-0.jpg"
"sans.","Toby Fox","UNDERTALE Soundtrack","https://music.youtube.com/search?q=Toby%20Fox%20sans.","https://cdn-images.dzcdn.net/images/cover/73b741e3e925f5bb9b27ae2b3c2c78a7/1000x1000-000000-80-0-0.jpg"
"Speak Life","tobyMac","Eye On It","https://music.youtube.com/search?q=tobyMac%20Speak%20Life","https://cdn-images.dzcdn.net/images/cover/70f0c4cbbd3873af4fa555ae24627c7f/1000x1000-000000-80-0-0.jpg"
"Baltimore","Tokio Myers","BLACK DAWN","https://music.youtube.com/search?q=Tokio%20Myers%20Baltimore","https://cdn-images.dzcdn.net/images/cover/04b4cd21a11e3eb32f23bea5d82365c3/1000x1000-000000-80-0-0.jpg"
"Bloodstream","Tokio Myers","Our Generation","https://music.youtube.com/search?q=Tokio%20Myers%20Bloodstream","https://cdn-images.dzcdn.net/images/cover/e624ada97bc9fe29a2cf1d30f2befba6/1000x1000-000000-80-0-0.jpg"
"You Get Me","Tom and Angela","You Get Me (From ""Talking Friends"")","https://music.youtube.com/search?q=Tom%20and%20Angela%20You%20Get%20Me","https://cdn-images.dzcdn.net/images/cover/81d6c63d050f47f80eaafef73763fc7d/1000x1000-000000-80-0-0.jpg"
"Another Love","Tom Odell","Songs From Another Love - EP","https://music.youtube.com/search?q=Tom%20Odell%20Another%20Love",""
"In the End","Tommee Profitt/Jung Youth/Fleurie","In The End","https://music.youtube.com/search?q=Tommee%20Profitt%2FJung%20Youth%2FFleurie%20In%20the%20End","https://cdn-images.dzcdn.net/images/cover/2cdaf689097fd1db2e655b0fc12223a5/1000x1000-000000-80-0-0.jpg"
"Wild Thing","Tone-Loc","Loc-ed After Dark","https://music.youtube.com/search?q=Tone-Loc%20Wild%20Thing","https://cdn-images.dzcdn.net/images/cover/0dcfc6f8306ed40428ed71dc01f3e4c3/1000x1000-000000-80-0-0.jpg"
"Say It","Tory Lanez","I Told You (Deluxe Edition)","https://music.youtube.com/search?q=Tory%20Lanez%20Say%20It",""
"Unrequited","Totem","Unrequited - Single","https://music.youtube.com/search?q=Totem%20Unrequited",""
"Africa","Toto","Toto IV","https://music.youtube.com/search?q=Toto%20Africa",""
"Habits (Stay High)","Tove Lo","Queen Of The Clouds","https://music.youtube.com/search?q=Tove%20Lo%20Habits%20%28Stay%20High%29","https://cdn-images.dzcdn.net/images/cover/bca07a0bfaaf112657e078b3cbc48d82/1000x1000-000000-80-0-0.jpg"
"Like Em Young","Tove Lo","Queen Of The Clouds: X","https://music.youtube.com/search?q=Tove%20Lo%20Like%20Em%20Young","https://cdn-images.dzcdn.net/images/cover/5a29223dfba3f0e32281a06dd6cdf5dc/1000x1000-000000-80-0-0.jpg"
"Not On Drugs","Tove Lo","Queen of the Clouds","https://music.youtube.com/search?q=Tove%20Lo%20Not%20On%20Drugs",""
"Talking Body","Tove Lo","Queen of the Clouds","https://music.youtube.com/search?q=Tove%20Lo%20Talking%20Body",""
"monday_loop","Trappola","monday_loop - Single","https://music.youtube.com/search?q=Trappola%20monday_loop",""
"HIGHEST IN THE ROOM","Travis Scott","HIGHEST IN THE ROOM","https://music.youtube.com/search?q=Travis%20Scott%20HIGHEST%20IN%20THE%20ROOM","https://cdn-images.dzcdn.net/images/cover/5fa05e7d74819963577a92a8c6ad4979/1000x1000-000000-80-0-0.jpg"
"Da Da Da","Trio","Triologie - The Best Of Trio","https://music.youtube.com/search?q=Trio%20Da%20Da%20Da","https://cdn-images.dzcdn.net/images/cover/2644ec20dd2b1660e8f4a68d23efe78b/1000x1000-000000-80-0-0.jpg"
"365 FRESH","Triple H","199X","https://music.youtube.com/search?q=Triple%20H%20365%20FRESH","https://cdn-images.dzcdn.net/images/cover/cc68a01991790384b1183bccaae77276/1000x1000-000000-80-0-0.jpg"
"You Are the Music in Me (From ""High School Musical 2""/Soundtrack Version)","Troy/Gabriella/Disney","Disney 2000s, Vol. 2 Summer Break","https://music.youtube.com/search?q=Troy%2FGabriella%2FDisney%20You%20Are%20the%20Music%20in%20Me%20%28From%20%22High%20School%20Musical%202%22%2FSoundtrack%20Version%29","https://cdn-images.dzcdn.net/images/cover/8b5ca1584bb0a3e200b8f3f911bd9428/1000x1000-000000-80-0-0.jpg"
"for him. (feat. Allday)","Troye Sivan","Blue Neighbourhood (Deluxe)","https://music.youtube.com/search?q=Troye%20Sivan%20for%20him.%20%28feat.%20Allday%29",""
"Happy Little Pill","Troye Sivan","Trxye - EP","https://music.youtube.com/search?q=Troye%20Sivan%20Happy%20Little%20Pill",""
"Strawberries & Cigarettes","Troye Sivan","Strawberries & Cigarettes","https://music.youtube.com/search?q=Troye%20Sivan%20Strawberries%20%26%20Cigarettes","https://cdn-images.dzcdn.net/images/cover/14ee06db70aa3612c1bb40ae282224bc/1000x1000-000000-80-0-0.jpg"
"WILD","Troye Sivan","Blue Neighbourhood (Deluxe)","https://music.youtube.com/search?q=Troye%20Sivan%20WILD","https://cdn-images.dzcdn.net/images/cover/a1b02a88fd92b69f58632997da135e47/1000x1000-000000-80-0-0.jpg"
"YOUTH","Troye Sivan","Blue Neighbourhood (Deluxe)","https://music.youtube.com/search?q=Troye%20Sivan%20YOUTH",""
"WILD","Troye Sivan/Alessia Cara","Blue Neighbourhood (Deluxe)","https://music.youtube.com/search?q=Troye%20Sivan%2FAlessia%20Cara%20WILD","https://cdn-images.dzcdn.net/images/cover/a1b02a88fd92b69f58632997da135e47/1000x1000-000000-80-0-0.jpg"
"BLUE","Troye Sivan/Alex Hope","Blue Neighbourhood (Deluxe)","https://music.youtube.com/search?q=Troye%20Sivan%2FAlex%20Hope%20BLUE","https://cdn-images.dzcdn.net/images/cover/a1b02a88fd92b69f58632997da135e47/1000x1000-000000-80-0-0.jpg"
"Again","TrOyMaN","Rhythm + Flow: Music Videos Episode (Music From The Netflix Original Series)","https://music.youtube.com/search?q=TrOyMaN%20Again","https://cdn-images.dzcdn.net/images/cover/dd809e8e73e608f99eddfa675dc51f30/1000x1000-000000-80-0-0.jpg"
"Samsara 2015","Tungevaag","Samsara 2015 - Single","https://music.youtube.com/search?q=Tungevaag%20Samsara%202015",""
"Holding on to You","twenty one pilots","Vessel","https://music.youtube.com/search?q=twenty%20one%20pilots%20Holding%20on%20to%20You","https://cdn-images.dzcdn.net/images/cover/b44fcb9ab89663fa6a965958cc48b177/1000x1000-000000-80-0-0.jpg"
"Eastside LB","Twinz/Warren G","Conversation","https://music.youtube.com/search?q=Twinz%2FWarren%20G%20Eastside%20LB","https://cdn-images.dzcdn.net/images/cover/3bc4707b8f8a6a1dc187a9b7f20ae4ea/1000x1000-000000-80-0-0.jpg"
"I Wanna Rock","Twisted Sister","Stay Hungry","https://music.youtube.com/search?q=Twisted%20Sister%20I%20Wanna%20Rock","https://cdn-images.dzcdn.net/images/cover/109b0b2bd91c734d198d4b00a98c688f/1000x1000-000000-80-0-0.jpg"
"Just A Kid","Two Friends/Kevin Writer","Just A Kid (feat. Kevin Writer)","https://music.youtube.com/search?q=Two%20Friends%2FKevin%20Writer%20Just%20A%20Kid","https://cdn-images.dzcdn.net/images/cover/2e2ac2b76daef6cd61845c0f4c2e8224/1000x1000-000000-80-0-0.jpg"
"你觉得","Ty.","你覺得","https://music.youtube.com/search?q=Ty.%20%E4%BD%A0%E8%A7%89%E5%BE%97","https://cdn-images.dzcdn.net/images/cover/484d8e25f031c9e973506af8da2898b0/1000x1000-000000-80-0-0.jpg"
"Lightskin Lil Wayne","Tyga","Legendary","https://music.youtube.com/search?q=Tyga%20Lightskin%20Lil%20Wayne",""
"The Miracle (Of Joey Ramone)","U2","Songs Of Innocence","https://music.youtube.com/search?q=U2%20The%20Miracle%20%28Of%20Joey%20Ramone%29","https://cdn-images.dzcdn.net/images/cover/2496164084470aec6c92c07e2c338af9/1000x1000-000000-80-0-0.jpg"
"Secret Base (吉他版)","uBio高尾和树","Secret Base (吉他版) - Single","https://music.youtube.com/search?q=uBio%E9%AB%98%E5%B0%BE%E5%92%8C%E6%A0%91%20Secret%20Base%20%28%E5%90%89%E4%BB%96%E7%89%88%29",""
"Smile (70 Bpm)","Uncle Kracker","Smile (70 Bpm) - Single","https://music.youtube.com/search?q=Uncle%20Kracker%20Smile%20%2870%20Bpm%29",""
"Scream","Usher","Looking 4 Myself (Expanded Edition)","https://music.youtube.com/search?q=Usher%20Scream",""
"What's a Man to Do","Usher","Here I Stand","https://music.youtube.com/search?q=Usher%20What%27s%20a%20Man%20to%20Do","https://cdn-images.dzcdn.net/images/cover/4e12ebffaef7555770c0fc35f92be3b4/1000x1000-000000-80-0-0.jpg"
"Somebody to Love (Remix)","Usher/Justin Bieber","Never Say Never - The Remixes","https://music.youtube.com/search?q=Usher%2FJustin%20Bieber%20Somebody%20to%20Love%20%28Remix%29","https://cdn-images.dzcdn.net/images/cover/0f0d1dd0b134c69948661285068a116e/1000x1000-000000-80-0-0.jpg"
"Yeah!","Usher/Lil Jon/Ludacris","Confessions (Expanded Edition)","https://music.youtube.com/search?q=Usher%2FLil%20Jon%2FLudacris%20Yeah%21","https://cdn-images.dzcdn.net/images/cover/b89c20012cccb051c8a4e04d98386f95/1000x1000-000000-80-0-0.jpg"
"She Came to Give It to You","Usher/Nicki Minaj","Rare RnB & New Jack 80","https://music.youtube.com/search?q=Usher%2FNicki%20Minaj%20She%20Came%20to%20Give%20It%20to%20You","https://cdn-images.dzcdn.net/images/cover/1a907f04e10bebf88b561549a4aa443f/1000x1000-000000-80-0-0.jpg"
"DJ Got Us Fallin' In Love","Usher/Pitbull","Versus","https://music.youtube.com/search?q=Usher%2FPitbull%20DJ%20Got%20Us%20Fallin%27%20In%20Love","https://cdn-images.dzcdn.net/images/cover/b5df072f3a995bb40c2f78f6c3e0fac7/1000x1000-000000-80-0-0.jpg"
"OMG","Usher/will.i.am","Raymond v Raymond (Expanded Edition)","https://music.youtube.com/search?q=Usher%2Fwill.i.am%20OMG","https://cdn-images.dzcdn.net/images/cover/f1aa5306342e4098b0cc8328bff78b75/1000x1000-000000-80-0-0.jpg"
"No Limit","Usher/Young Thug","Hard II Love","https://music.youtube.com/search?q=Usher%2FYoung%20Thug%20No%20Limit","https://cdn-images.dzcdn.net/images/cover/bbcd049e7cb1e0955707a6e51b0790d4/1000x1000-000000-80-0-0.jpg"
"Over The Horizon","V.A.","Over the Horizon","https://music.youtube.com/search?q=V.A.%20Over%20The%20Horizon","https://cdn-images.dzcdn.net/images/cover/d52090283edfe1cc15c386fff9ca1f4f/1000x1000-000000-80-0-0.jpg"
"天空之城","V.A.","天空之城 - Single","https://music.youtube.com/search?q=V.A.%20%E5%A4%A9%E7%A9%BA%E4%B9%8B%E5%9F%8E",""
"有何不可","Vae Xu","自定義","https://music.youtube.com/search?q=Vae%20Xu%20%E6%9C%89%E4%BD%95%E4%B8%8D%E5%8F%AF",""
"A Little Story","Valentin","My View","https://music.youtube.com/search?q=Valentin%20A%20Little%20Story","https://cdn-images.dzcdn.net/images/cover/5af4212972afe633c615567fac7b637e/1000x1000-000000-80-0-0.jpg"
"Riptide","Vance Joy","God Loves You When You're Dancing - EP","https://music.youtube.com/search?q=Vance%20Joy%20Riptide",""
"A Thousand Miles","Vanessa Carlton","Be Not Nobody","https://music.youtube.com/search?q=Vanessa%20Carlton%20A%20Thousand%20Miles",""
"California Dreamin","Various Artists","Forgotten 90's Alternative","https://music.youtube.com/search?q=Various%20Artists%20California%20Dreamin","https://cdn-images.dzcdn.net/images/cover/b736fe360b946c639d39c6ebcd1fd8d1/1000x1000-000000-80-0-0.jpg"
"PlayerUnknown's Battlegrounds 1.0 - NEW Lobby BGMㆍTheme","Various Artists","PlayerUnknown's Battlegrounds 1.0 - NEW Lobby BGMㆍTheme - Single","https://music.youtube.com/search?q=Various%20Artists%20PlayerUnknown%27s%20Battlegrounds%201.0%20-%20NEW%20Lobby%20BGM%E3%86%8DTheme",""
"imma fool","Veegee徐若侨","imma fool - Single","https://music.youtube.com/search?q=Veegee%E5%BE%90%E8%8B%A5%E4%BE%A8%20imma%20fool",""
"This Must Be Hell (prod. Tau)","VELVETEARS","This Must Be Hell (prod. Tau) - Single","https://music.youtube.com/search?q=VELVETEARS%20This%20Must%20Be%20Hell%20%28prod.%20Tau%29",""
"O.M.Y.","venor-yard","O.M.Y. - Single","https://music.youtube.com/search?q=venor-yard%20O.M.Y.",""
"Walk Thru Fire","Vicetone/Meron Ryan","Walk Thru Fire - Single","https://music.youtube.com/search?q=Vicetone%2FMeron%20Ryan%20Walk%20Thru%20Fire",""
"Shut up and Dance","Walk The Moon","TALKING IS HARD (Expanded Edition)","https://music.youtube.com/search?q=Walk%20The%20Moon%20Shut%20up%20and%20Dance",""
"Can You Feel My World","Wang Leehom","Unbelievable","https://music.youtube.com/search?q=Wang%20Leehom%20Can%20You%20Feel%20My%20World",""
"Forever Love (Live)","Wang Leehom","Wang Leehom 2008 MUSIC-MAN World Tour","https://music.youtube.com/search?q=Wang%20Leehom%20Forever%20Love%20%28Live%29",""
"You're Not Here","Wang Leehom","Unbelievable","https://music.youtube.com/search?q=Wang%20Leehom%20You%27re%20Not%20Here",""
"一首簡單的歌 (Live)","Wang Leehom","Wang Leehom 2008 MUSIC-MAN World Tour","https://music.youtube.com/search?q=Wang%20Leehom%20%E4%B8%80%E9%A6%96%E7%B0%A1%E5%96%AE%E7%9A%84%E6%AD%8C%20%28Live%29",""
"你不在 (Live)","Wang Leehom","Wang Leehom 2008 MUSIC-MAN World Tour","https://music.youtube.com/search?q=Wang%20Leehom%20%E4%BD%A0%E4%B8%8D%E5%9C%A8%20%28Live%29",""
"另一個天堂","Wang Leehom","王力宏全新創作大碟 心.跳","https://music.youtube.com/search?q=Wang%20Leehom%20%E5%8F%A6%E4%B8%80%E5%80%8B%E5%A4%A9%E5%A0%82",""
"唯一 (Live)","Wang Leehom","Wang Leehom 2008 MUSIC-MAN World Tour","https://music.youtube.com/search?q=Wang%20Leehom%20%E5%94%AF%E4%B8%80%20%28Live%29",""
"如果你聽見我的歌","Wang Leehom","如果你聽見我的歌","https://music.youtube.com/search?q=Wang%20Leehom%20%E5%A6%82%E6%9E%9C%E4%BD%A0%E8%81%BD%E8%A6%8B%E6%88%91%E7%9A%84%E6%AD%8C",""
"如果你聽見我的歌 (Live)","Wang Leehom","Wang Leehom 2008 MUSIC-MAN World Tour","https://music.youtube.com/search?q=Wang%20Leehom%20%E5%A6%82%E6%9E%9C%E4%BD%A0%E8%81%BD%E8%A6%8B%E6%88%91%E7%9A%84%E6%AD%8C%20%28Live%29",""
"安全感 (Live)","Wang Leehom","Wang Leehom 2008 MUSIC-MAN World Tour","https://music.youtube.com/search?q=Wang%20Leehom%20%E5%AE%89%E5%85%A8%E6%84%9F%20%28Live%29",""
"心跳","Wang Leehom","王力宏全新創作大碟 心.跳","https://music.youtube.com/search?q=Wang%20Leehom%20%E5%BF%83%E8%B7%B3",""
"愛的就是你","Wang Leehom","唯一","https://music.youtube.com/search?q=Wang%20Leehom%20%E6%84%9B%E7%9A%84%E5%B0%B1%E6%98%AF%E4%BD%A0",""
"愛錯 (Live)","Wang Leehom","Wang Leehom 2008 MUSIC-MAN World Tour","https://music.youtube.com/search?q=Wang%20Leehom%20%E6%84%9B%E9%8C%AF%20%28Live%29",""
"流淚手心 (Live)","Wang Leehom","Wang Leehom 2008 MUSIC-MAN World Tour","https://music.youtube.com/search?q=Wang%20Leehom%20%E6%B5%81%E6%B7%9A%E6%89%8B%E5%BF%83%20%28Live%29",""
"第一個清晨 (Live)","Wang Leehom","Wang Leehom 2008 MUSIC-MAN World Tour","https://music.youtube.com/search?q=Wang%20Leehom%20%E7%AC%AC%E4%B8%80%E5%80%8B%E6%B8%85%E6%99%A8%20%28Live%29",""
"落葉歸根 (Live)","Wang Leehom","Wang Leehom 2008 MUSIC-MAN World Tour","https://music.youtube.com/search?q=Wang%20Leehom%20%E8%90%BD%E8%91%89%E6%AD%B8%E6%A0%B9%20%28Live%29",""
"What If Love","WENDY","Touch your heart OST","https://music.youtube.com/search?q=WENDY%20What%20If%20Love","https://cdn-images.dzcdn.net/images/cover/79bbe89b18ed3b8fd6dbf27ec5f4117a/1000x1000-000000-80-0-0.jpg"
"Home","Westlife","Westlife - Greatest Hits","https://music.youtube.com/search?q=Westlife%20Home",""
"Nothing's Gonna Change My Love For You","Westlife","The Love Album","https://music.youtube.com/search?q=Westlife%20Nothing%27s%20Gonna%20Change%20My%20Love%20For%20You","https://cdn-images.dzcdn.net/images/cover/4ea5863caaf1897c84d2dea29403fc53/1000x1000-000000-80-0-0.jpg"
"Something Right","Westlife","Back Home","https://music.youtube.com/search?q=Westlife%20Something%20Right",""
"Something Right (Single Mix)","Westlife","B-Sides, Rarities and Remixes","https://music.youtube.com/search?q=Westlife%20Something%20Right%20%28Single%20Mix%29","https://cdn-images.dzcdn.net/images/cover/51029b0b8bf585cfffc8176b4be4d78f/1000x1000-000000-80-0-0.jpg"
"8 Letters","Why Don't We","8 Letters","https://music.youtube.com/search?q=Why%20Don%27t%20We%208%20Letters",""
"Wannabe","Why Mona/Unlike Pluto/Joanna Jones","Oops!... I Did It Again (feat. Unlike Pluto & Joanna Jones)","https://music.youtube.com/search?q=Why%20Mona%2FUnlike%20Pluto%2FJoanna%20Jones%20Wannabe","https://cdn-images.dzcdn.net/images/cover/60b9a808b3ce11778321af93726cbda3/1000x1000-000000-80-0-0.jpg"
"Radioactive","William Joseph","Radioactive","https://music.youtube.com/search?q=William%20Joseph%20Radioactive","https://cdn-images.dzcdn.net/images/cover/0d317e672c6b301f475e92a47c0b5801/1000x1000-000000-80-0-0.jpg"
"Yeah Yeah","Willy Moon","Here's Willy Moon","https://music.youtube.com/search?q=Willy%20Moon%20Yeah%20Yeah","https://cdn-images.dzcdn.net/images/cover/f6240f7c17fa64ba1101d15093af2d1c/1000x1000-000000-80-0-0.jpg"
"See You Again","Wiz Khalifa/Charlie Puth","See You Again (feat. Charlie Puth)","https://music.youtube.com/search?q=Wiz%20Khalifa%2FCharlie%20Puth%20See%20You%20Again","https://cdn-images.dzcdn.net/images/cover/9411ab46dfc749311f7bbfd7398b7251/1000x1000-000000-80-0-0.jpg"
"Alla turca","Wolfgang Amadeus Mozart","35 Masterpieces Of Classical Music","https://music.youtube.com/search?q=Wolfgang%20Amadeus%20Mozart%20Alla%20turca","https://cdn-images.dzcdn.net/images/cover/f97475a9bdb725d8e64d337c5507f2f0/1000x1000-000000-80-0-0.jpg"
"patience","wünsche","patience - Single","https://music.youtube.com/search?q=w%C3%BCnsche%20patience",""
"有一点危险","wweimm微米","有一点危险 - Single","https://music.youtube.com/search?q=wweimm%E5%BE%AE%E7%B1%B3%20%E6%9C%89%E4%B8%80%E7%82%B9%E5%8D%B1%E9%99%A9",""
"Renegades","X Ambassadors","VHS 2.0","https://music.youtube.com/search?q=X%20Ambassadors%20Renegades",""
"Flight Of Dreams","X-Ray Dog","Top Dog","https://music.youtube.com/search?q=X-Ray%20Dog%20Flight%20Of%20Dreams","https://cdn-images.dzcdn.net/images/cover/487bbefc7eb9f582797454ff75664795/1000x1000-000000-80-0-0.jpg"
"Overcome","X-Ray Dog","Canis Optimus","https://music.youtube.com/search?q=X-Ray%20Dog%20Overcome","https://cdn-images.dzcdn.net/images/cover/75c0a5e98eb2d6a835853ac618983835/1000x1000-000000-80-0-0.jpg"
"Reach For The Sky","X-Ray Dog","Top Dog","https://music.youtube.com/search?q=X-Ray%20Dog%20Reach%20For%20The%20Sky","https://cdn-images.dzcdn.net/images/cover/487bbefc7eb9f582797454ff75664795/1000x1000-000000-80-0-0.jpg"
"changes","XXXTENTACION","?","https://music.youtube.com/search?q=XXXTENTACION%20changes","https://cdn-images.dzcdn.net/images/cover/9b6da786cd3ca8b286a04186b3c9079c/1000x1000-000000-80-0-0.jpg"
"Everybody Dies In Their Nightmares","XXXTENTACION","17","https://music.youtube.com/search?q=XXXTENTACION%20Everybody%20Dies%20In%20Their%20Nightmares","https://cdn-images.dzcdn.net/images/cover/406f99fbbb8f44475d4507e373e46f5c/1000x1000-000000-80-0-0.jpg"
"Jocelyn Flores","XXXTENTACION","17","https://music.youtube.com/search?q=XXXTENTACION%20Jocelyn%20Flores",""
"SAD!","XXXTENTACION","?","https://music.youtube.com/search?q=XXXTENTACION%20SAD%21",""
"Lalala","Y2K & bbno$","Lalala","https://music.youtube.com/search?q=Y2K%20%26%20bbno%24%20Lalala","https://cdn-images.dzcdn.net/images/cover/57f9e0aa71f8831dc2150fa8e281496f/1000x1000-000000-80-0-0.jpg"
"New Soul","Yael Naim","Yael Naim","https://music.youtube.com/search?q=Yael%20Naim%20New%20Soul","https://cdn-images.dzcdn.net/images/cover/f8269b9fbd0aff5c364b6a6ce80def7d/1000x1000-000000-80-0-0.jpg"
"Nightingale","Yanni","Tribute","https://music.youtube.com/search?q=Yanni%20Nightingale","https://cdn-images.dzcdn.net/images/cover/5ee125777cdc1341287a617f75faa9b3/1000x1000-000000-80-0-0.jpg"
"One Man's Dream (Live)","Yanni","The Dream Concert: Live from the Great Pyramids of Egypt","https://music.youtube.com/search?q=Yanni%20One%20Man%27s%20Dream%20%28Live%29","https://cdn-images.dzcdn.net/images/cover/6b4b19bbc8f9d54910c6283a95bd4ab4/1000x1000-000000-80-0-0.jpg"
"With an Orchid","Yanni","If I Could Tell You","https://music.youtube.com/search?q=Yanni%20With%20an%20Orchid","https://cdn-images.dzcdn.net/images/cover/bfb943d8b0cbabb83fadef6b74a5163b/1000x1000-000000-80-0-0.jpg"
"Desire","Years & Years","Communion (Deluxe)","https://music.youtube.com/search?q=Years%20%26%20Years%20Desire","https://cdn-images.dzcdn.net/images/cover/c40aaac2fb76f4b95a8623aa460f59c5/1000x1000-000000-80-0-0.jpg"
"Owner of a Lonely Heart","Yes","90125","https://music.youtube.com/search?q=Yes%20Owner%20of%20a%20Lonely%20Heart",""
"The Fox (What Does the Fox Say?)","Ylvis","The Fox (What Does the Fox Say?)","https://music.youtube.com/search?q=Ylvis%20The%20Fox%20%28What%20Does%20the%20Fox%20Say%3F%29","https://cdn-images.dzcdn.net/images/cover/769cb7731567530545a92063bee4259f/1000x1000-000000-80-0-0.jpg"
"Know How","Young MC","Stone Cold Rhymin' (Deluxe Edition)","https://music.youtube.com/search?q=Young%20MC%20Know%20How","https://cdn-images.dzcdn.net/images/cover/4bc11f8b14293120ba54c2c3e243000a/1000x1000-000000-80-0-0.jpg"
"Turnin'","Young Rising Sons","Young Rising Sons","https://music.youtube.com/search?q=Young%20Rising%20Sons%20Turnin%27","https://cdn-images.dzcdn.net/images/cover/a1c70d72d8afe11e110f06c9534fdd66/1000x1000-000000-80-0-0.jpg"
"Ski","Young Stoner Life/Young Thug/Gunna","Slime Language 2","https://music.youtube.com/search?q=Young%20Stoner%20Life%2FYoung%20Thug%2FGunna%20Ski","https://cdn-images.dzcdn.net/images/cover/3110469e59dc05ecc0e2b173f82f77c2/1000x1000-000000-80-0-0.jpg"
"Rescue","Yuna","Nocturnal","https://music.youtube.com/search?q=Yuna%20Rescue","https://cdn-images.dzcdn.net/images/cover/5ad4224f7dfd0af9a9f56213c2151092/1000x1000-000000-80-0-0.jpg"
"Crush","YUNA/Usher","Chapters (Deluxe)","https://music.youtube.com/search?q=YUNA%2FUsher%20Crush","https://cdn-images.dzcdn.net/images/cover/58125d651c37fea44017ccc0ff7229ad/1000x1000-000000-80-0-0.jpg"
"S.V.P.","Zackson","S.V.P. - Single","https://music.youtube.com/search?q=Zackson%20S.V.P.",""
"FIGHT","Zagor","FIGHT!","https://music.youtube.com/search?q=Zagor%20FIGHT","https://cdn-images.dzcdn.net/images/cover/047ed686b3a73b5b481d64d0ec1e013c/1000x1000-000000-80-0-0.jpg"
"Ain't My Fault","Zara Larsson","So Good","https://music.youtube.com/search?q=Zara%20Larsson%20Ain%27t%20My%20Fault",""
"Lush Life","Zara Larsson","So Good","https://music.youtube.com/search?q=Zara%20Larsson%20Lush%20Life",""
"Uncover","Zara Larsson","Uncover","https://music.youtube.com/search?q=Zara%20Larsson%20Uncover","https://cdn-images.dzcdn.net/images/cover/c507637b16a8b77e8d3f3911358e3a3a/1000x1000-000000-80-0-0.jpg"
"Ain't My Fault (R3HAB Remix)","Zara Larsson/R3HAB","Ain't My Fault (R3hab Remix)","https://music.youtube.com/search?q=Zara%20Larsson%2FR3HAB%20Ain%27t%20My%20Fault%20%28R3HAB%20Remix%29","https://cdn-images.dzcdn.net/images/cover/cde0a1d6d433f32fb5915a583ab24bfe/1000x1000-000000-80-0-0.jpg"
"PILLOWTALK","ZAYN","PILLOWTALK","https://music.youtube.com/search?q=ZAYN%20PILLOWTALK","https://cdn-images.dzcdn.net/images/cover/1884f804fed656229c6848c85fea9950/1000x1000-000000-80-0-0.jpg"
"Dusk Till Dawn","ZAYN/Sia","Feelings","https://music.youtube.com/search?q=ZAYN%2FSia%20Dusk%20Till%20Dawn","https://cdn-images.dzcdn.net/images/cover/0bda38563d46ca9b0a2381786110d2db/1000x1000-000000-80-0-0.jpg"
